41.5,0.5,8.5,0.87,10.5,0.87
41.33,0.47,7.33,1.25,11.33,0.47
41.5,0.5,8.75,2.49,12.0,1.87
41.5,0.5,9.33,3.09,17.25,3.77
41.5,0.5,2.5,0.5,21.0,0.71
41.5,0.5,4.5,1.12,20.75,0.43
41.5,0.5,4.0,1.58,21.0,0.0
41.5,0.5,2.0,1.0,18.75,0.83
41.5,0.5,9.0,1.87,18.25,0.43
41.5,0.5,11.67,0.47,18.0,0.0
42.0,0.0,8.75,1.3,19.5,1.5
41.5,0.5,10.0,1.0,21.25,0.43
41.67,0.47,8.0,0.82,21.33,0.47
41.5,0.5,11.75,0.43,21.5,0.5
41.5,0.5,10.25,2.05,21.5,0.5
41.5,0.5,6.75,0.43,21.5,0.5
41.67,0.47,2.67,1.7,21.5,0.5
41.5,0.5,1.0,0.0,20.25,0.83
41.5,0.5,4.5,1.5,20.0,1.22
41.5,0.5,8.67,0.47,21.5,0.5
41.67,0.47,10.0,0.0,21.67,0.47
41.75,0.43,11.25,0.83,21.5,0.5
41.5,0.5,5.5,3.5,22.0,0.71
41.5,0.5,5.0,1.0,21.75,0.43
41.5,0.5,11.0,3.54,20.0,0.71
41.75,0.43,14.25,1.3,17.5,1.66
42.0,0.0,13.5,1.5,13.67,0.47
42.0,0.0,9.0,4.64,15.25,1.48
42.0,0.0,12.5,5.68,13.25,6.42
42.0,0.0,7.0,3.54,15.33,2.49
42.0,0.0,6.0,0.0,13.0,1.41
41.67,0.47,3.0,1.63,12.75,1.3
41.5,0.5,4.0,2.45,14.25,1.48
41.5,0.5,16.75,2.49,12.75,2.49
41.75,0.43,17.5,2.18,13.5,0.87
41.5,0.5,17.25,1.3,9.75,0.83
41.75,0.43,16.33,0.47,8.0,0.82
41.67,0.47,12.75,1.48,9.5,0.5
41.75,0.43,4.5,2.06,9.25,2.59
41.5,0.5,15.25,2.38,14.5,1.8
41.33,0.47,19.0,0.0,17.0,1.22
41.75,0.43,17.75,1.09,16.25,0.83
41.5,0.5,10.0,1.63,9.75,1.92
41.5,0.5,8.0,2.45,8.5,3.2
41.5,0.5,13.0,0.82,13.67,1.7
41.5,0.5,13.5,0.5,13.33,0.47
41.67,0.47,11.5,1.12,13.67,0.47
41.33,0.47,3.67,2.49,12.5,0.5
41.5,0.5,1.0,0.0,10.75,0.43
41.5,0.5,1.0,0.0,9.5,0.5
41.5,0.5,1.0,0.0,7.0,0.71
41.5,0.5,1.0,0.0,6.0,0.82
41.5,0.5,1.5,0.5,5.33,0.47
41.5,0.5,3.0,2.16,5.67,0.47
41.5,0.5,3.0,0.71,8.25,1.3
41.75,0.43,3.0,0.0,8.67,0.47
41.5,0.5,2.0,0.82,7.75,0.83
41.5,0.5,1.0,0.0,7.5,0.87
41.5,0.5,2.0,0.0,7.0,0.71
41.5,0.5,3.67,0.94,7.5,0.5
41.5,0.5,2.0,0.82,7.75,0.83
41.67,0.47,1.25,0.43,9.33,0.47
41.5,0.5,1.67,0.47,9.25,0.43
41.33,0.47,1.33,0.47,9.0,0.82
41.5,0.5,1.25,0.43,9.33,0.47
41.5,0.5,2.0,0.82,8.75,0.83
41.5,0.5,2.75,0.83,9.0,0.82
41.5,0.5,4.75,1.09,9.0,1.0
41.5,0.5,3.75,0.43,9.33,0.47
41.5,0.5,3.67,0.47,8.75,0.43
41.5,0.5,3.5,0.5,8.75,0.43
41.5,0.5,4.67,0.47,7.0,1.41
41.5,0.5,2.67,0.47,7.33,0.47
41.5,0.5,3.25,1.64,7.33,0.47
41.67,0.47,3.0,1.22,7.0,0.0
41.5,0.5,2.0,0.0,7.0,0.0
41.33,0.47,2.33,0.47,7.0,1.0
41.5,0.5,2.0,0.0,6.75,0.83
41.5,0.5,1.75,0.43,7.33,0.47
41.5,0.5,2.25,1.3,7.33,1.25
