29.0,0.0,8.0,0.71,8.5,0.5
29.0,0.0,8.0,0.71,8.0,1.0
28.5,0.5,8.25,0.43,8.75,0.43
29.0,0.0,8.75,1.09,9.0,0.0
29.0,0.0,8.75,1.09,9.0,0.0
29.0,0.0,8.75,1.09,9.0,0.0
29.0,0.0,8.53,0.62,8.8,0.54
29.0,0.0,8.53,0.62,8.8,0.54
29.0,0.0,8.5,0.5,8.5,0.5
29.0,0.0,7.25,0.43,8.75,0.43
29.0,0.0,7.25,0.43,9.0,0.0
29.0,0.0,7.0,0.0,8.75,0.43
29.0,0.0,7.33,0.47,8.67,0.47
29.0,0.0,8.5,0.5,8.75,0.43
29.0,0.0,8.5,0.5,9.0,0.0
29.0,0.0,7.5,0.5,8.67,0.47
29.0,0.0,7.75,0.43,8.5,0.5
29.0,0.0,6.67,0.94,8.5,0.5
29.0,0.0,6.5,0.5,8.5,0.5
29.0,0.0,6.5,0.87,9.25,0.43
28.75,0.43,6.75,0.83,9.0,0.0
28.75,0.43,7.25,0.83,9.0,0.0
28.75,0.43,7.25,1.09,9.0,0.0
29.0,0.0,6.67,0.47,9.0,0.0
29.0,0.0,7.0,0.71,8.5,0.5
28.75,0.43,8.0,0.82,9.0,0.0
29.0,0.0,8.0,1.0,8.5,0.5
29.0,0.0,7.2,1.17,8.5,0.5
29.0,0.0,7.75,1.09,9.0,0.0
29.0,0.0,4.67,0.47,9.75,1.3
29.0,0.0,4.0,1.63,11.0,0.82
28.75,0.43,5.0,0.0,10.0,1.0
29.0,0.0,3.0,0.82,7.5,0.87
29.0,0.0,4.0,0.0,4.75,1.3
29.0,0.0,6.0,2.0,9.0,3.54
28.5,0.5,4.75,1.3,9.25,2.17
29.0,0.0,6.0,2.45,5.75,1.48
29.0,0.0,6.25,2.68,7.5,1.5
29.0,0.0,8.5,1.8,9.25,0.43
28.75,0.43,7.0,2.12,11.0,1.22
29.0,0.0,7.25,1.3,10.75,1.09
29.0,0.0,6.67,0.47,11.67,0.47
29.25,0.43,5.0,2.16,10.67,1.25
29.0,0.0,6.25,1.3,11.25,0.83
29.0,0.0,4.0,1.0,9.67,0.47
29.5,0.5,5.6,0.8,10.4,1.02
29.75,0.43,6.0,0.0,10.0,0.82
29.75,0.43,5.5,0.87,11.5,0.5
29.33,0.47,6.25,0.83,12.0,0.0
29.0,0.0,7.75,0.83,11.75,0.43
28.75,0.43,8.25,0.83,11.75,0.43
28.67,0.47,8.33,0.47,11.25,0.83
28.5,0.5,8.75,0.43,11.25,0.43
28.67,0.47,8.0,0.82,11.5,0.5
28.75,0.43,6.5,1.12,11.0,1.22
29.75,0.43,6.5,1.8,12.25,0.43
29.0,0.0,6.0,0.71,12.0,0.0
29.25,0.43,3.67,0.47,11.5,1.8
29.5,0.87,3.0,2.16,11.75,1.09
28.5,0.87,5.0,2.55,12.0,0.0
