45.75,0.43,12.25,0.43,10.5,1.5
45.5,0.5,12.0,0.0,11.75,0.43
45.5,0.5,12.5,0.5,7.5,0.5
45.5,0.5,12.4,0.49,11.2,0.75
45.5,0.5,12.0,0.0,12.25,0.43
45.5,0.5,12.0,0.0,11.0,0.71
45.67,0.47,13.67,1.25,12.0,2.16
45.5,0.5,13.0,1.22,12.25,1.79
45.5,0.5,14.0,0.71,11.5,1.12
45.33,0.47,13.0,0.82,11.25,0.83
45.33,0.47,13.0,0.82,10.67,0.47
45.5,0.5,14.25,0.83,9.0,1.87
45.5,0.5,15.25,0.43,9.5,2.5
45.5,0.5,13.25,0.43,9.25,0.43
45.25,0.43,12.25,0.43,7.0,0.82
45.5,0.5,12.0,0.0,6.67,0.47
46.25,0.83,12.33,0.47,5.0,2.16
46.25,0.43,12.33,0.47,5.0,0.0
45.67,0.47,12.0,0.0,9.0,1.0
45.33,0.47,12.33,0.47,7.67,2.05
45.5,0.5,12.5,0.5,10.67,0.47
45.25,0.43,13.0,0.82,10.0,0.0
45.5,0.5,13.5,0.5,7.25,2.59
45.5,0.5,14.0,0.71,5.33,3.09
45.5,0.5,14.0,0.71,6.67,1.89
45.75,0.43,14.75,0.43,7.25,1.09
45.75,0.83,15.0,0.0,8.25,1.3
45.5,0.5,13.5,0.87,8.75,0.83
46.0,0.71,15.0,0.71,11.0,0.0
45.75,0.83,15.0,0.0,11.33,0.47
45.0,0.0,13.5,1.12,7.25,1.09
44.33,0.47,10.75,0.83,12.67,1.7
43.67,0.47,13.0,0.71,17.33,0.94
43.5,0.5,12.5,0.5,17.25,0.43
43.75,0.83,12.0,0.0,15.75,0.83
44.5,0.5,14.25,0.83,15.25,0.43
45.0,0.0,15.0,0.0,16.0,0.71
45.0,0.0,14.0,1.0,13.25,1.09
45.5,0.5,15.33,2.05,14.33,0.94
45.5,0.5,15.0,0.0,14.25,1.3
45.0,0.0,15.0,0.0,16.0,1.0
45.25,0.43,15.0,0.0,16.0,0.71
45.25,0.43,16.0,1.22,15.75,0.83
45.5,0.5,15.75,1.3,14.75,0.43
45.5,0.5,15.0,0.0,13.5,0.5
45.5,0.5,15.0,0.0,14.5,0.87
45.0,0.0,14.75,0.43,14.5,0.5
45.0,0.0,13.75,0.83,15.25,0.83
45.25,0.43,13.5,1.5,15.0,0.0
45.0,0.0,15.0,0.0,15.75,0.83
45.0,0.0,15.0,0.0,13.33,1.25
45.0,0.0,15.0,0.0,14.67,0.47
45.5,0.5,15.0,0.0,14.25,0.43
45.5,0.5,15.25,0.43,13.0,0.71
45.4,0.49,14.75,0.43,12.6,0.8
45.67,0.47,13.0,0.71,12.0,0.0
45.67,0.47,14.67,0.47,11.75,0.43
46.25,0.83,12.75,0.43,9.75,0.83
46.25,0.83,14.0,1.22,11.5,1.8
45.5,0.5,15.25,0.43,14.75,1.09
45.5,0.5,15.0,0.0,12.75,0.83
45.5,0.5,15.0,0.0,12.25,0.43
45.5,0.5,15.0,0.0,15.25,2.17
45.25,0.43,15.5,0.87,17.75,1.09
45.25,0.43,16.75,0.83,18.0,0.0
45.25,0.43,17.75,0.43,18.0,0.0
45.25,0.43,16.75,0.83,15.75,0.83
45.25,0.43,16.75,1.3,15.5,0.5
45.5,0.5,16.25,1.3,15.5,0.5
45.25,0.43,16.5,1.12,16.0,0.0
45.25,0.43,17.67,0.47,15.33,1.25
45.0,0.0,18.33,0.47,16.33,0.47
45.25,0.43,17.0,0.71,16.25,0.83
45.67,0.47,15.0,0.0,18.0,0.0
45.0,0.0,15.33,0.47,18.25,0.43
45.25,0.43,15.0,0.0,18.25,0.43
45.33,0.47,17.0,0.82,18.25,0.43
45.5,0.5,17.0,0.71,17.0,1.22
45.25,0.43,16.75,0.83,17.25,0.43
45.75,0.43,17.5,0.87,16.0,0.71
45.5,0.5,16.33,0.47,16.0,0.0
45.5,0.5,17.67,0.47,16.0,0.82
45.25,0.43,17.75,0.43,16.75,1.3
45.0,0.0,15.75,0.83,17.0,0.82
45.0,0.0,15.67,0.94,16.5,0.5
45.0,0.0,18.0,0.0,16.5,1.12
45.0,0.0,17.5,0.5,17.75,0.43
45.0,0.0,17.75,0.43,17.25,0.43
45.5,0.5,16.25,0.43,17.0,0.71
45.5,0.5,16.5,0.87,17.0,1.22
45.5,0.5,17.0,0.71,16.5,1.12
45.33,0.47,18.0,0.0,15.75,0.43
45.25,0.43,17.5,0.5,16.0,1.22
45.0,0.0,16.67,1.25,16.33,0.47
45.25,0.43,14.5,0.5,16.33,0.47
45.0,0.0,14.5,0.5,16.5,0.5
