40.0,4.06,12.0,3.94,13.0,7.38
33.0,4.24,14.0,1.0,15.67,2.62
30.25,0.43,15.25,2.77,20.25,7.4
40.0,0.82,13.25,5.8,21.0,2.94
34.5,1.5,13.0,1.87,16.25,4.49
35.5,3.91,14.5,3.77,17.5,1.12
38.67,6.94,18.33,1.25,18.25,1.79
27.75,6.83,9.5,4.97,17.5,3.57
27.75,3.9,17.25,2.49,14.5,2.6
38.25,4.32,17.5,4.15,18.75,4.44
32.75,2.17,18.25,2.86,20.25,3.56
33.25,3.9,16.5,1.12,18.0,0.0
40.5,3.35,14.5,2.87,15.0,4.3
25.75,7.95,14.25,4.44,19.25,4.55
25.5,2.69,16.5,3.2,18.25,2.95
34.5,9.07,17.25,2.49,20.5,2.29
38.25,2.86,17.75,4.6,23.5,0.87
35.0,2.12,20.25,3.27,19.75,2.95
42.75,2.49,14.5,2.5,21.25,1.09
38.5,3.77,16.0,4.85,16.75,5.36
37.25,1.09,16.5,3.77,12.0,4.64
35.0,5.74,18.5,4.33,13.5,3.84
37.25,4.09,18.5,1.5,19.25,2.95
39.75,2.49,11.25,1.92,17.0,2.35
39.5,5.59,5.0,5.66,20.0,1.41
37.0,4.18,13.67,2.36,21.0,3.0
33.33,6.8,17.75,3.56,15.0,0.0
41.67,4.92,10.67,3.68,17.67,2.05
34.67,3.4,18.0,2.94,17.75,3.56
34.75,3.03,17.25,2.86,23.0,1.0
41.25,4.32,15.33,0.47,18.25,1.79
36.0,7.04,12.67,4.99,19.25,6.02
28.75,1.48,6.25,3.34,16.0,4.58
33.0,4.24,14.5,4.92,19.75,3.77
37.25,2.49,13.0,6.16,16.5,3.04
38.75,0.43,19.75,3.27,14.0,5.34
42.75,3.11,18.0,6.36,12.25,2.95
34.75,6.02,18.33,3.09,20.33,5.91
31.25,5.76,14.75,4.21,19.75,2.77
36.67,0.47,14.25,3.11,18.0,0.0
43.0,5.1,17.67,4.5,12.75,2.86
37.25,1.3,16.0,3.54,17.25,0.83
39.75,2.49,18.75,1.3,20.67,2.87
38.75,5.21,15.0,2.0,14.0,4.24
33.25,1.79,12.0,4.85,16.5,2.29
33.75,2.49,10.25,2.05,13.75,6.18
38.5,4.97,14.0,2.0,16.0,3.67
34.5,2.06,12.75,3.56,19.5,3.84
42.25,3.49,8.67,2.36,16.5,1.5
46.0,0.0,14.75,4.02,14.0,0.0
27.75,1.92,13.75,3.49,20.0,2.0
31.67,5.79,14.5,1.5,14.67,4.71
39.75,3.9,16.25,3.49,18.5,3.77
34.5,1.5,16.67,5.44,17.25,2.28
35.67,3.77,9.67,4.78,11.0,3.67
43.0,1.0,15.75,2.49,14.33,5.73
35.75,1.79,12.5,2.87,18.0,5.1
25.75,5.49,15.0,1.87,12.5,2.18
32.25,8.95,13.25,3.03,16.33,1.25
36.75,3.27,17.0,5.43,16.25,1.79
33.5,2.87,13.5,1.66,16.25,4.02
40.25,4.6,18.75,1.79,14.25,4.76
33.5,8.56,14.75,4.02,15.5,4.5
28.25,4.21,11.67,7.04,11.33,3.3
29.33,3.3,16.5,2.29,15.33,3.68
37.25,6.14,17.0,4.0,13.25,4.21
29.0,0.82,20.67,0.94,20.0,1.0
30.0,4.24,12.67,1.7,16.25,3.83
30.0,4.24,12.67,1.7,16.25,3.83
31.67,7.26,15.9,4.5,14.27,2.67
31.67,7.26,15.9,4.5,14.27,2.67
36.25,7.79,13.5,5.32,12.25,3.27
37.25,6.83,18.5,2.87,8.25,4.6
31.5,4.39,15.0,2.55,12.25,1.64
32.0,6.36,10.67,6.6,11.0,1.41
40.25,6.87,16.0,2.92,16.0,4.3
35.25,1.3,13.75,1.48,15.75,3.27
39.75,4.15,19.33,2.05,19.0,2.16
43.0,5.87,19.0,3.61,15.5,3.2
40.25,2.05,15.25,2.17,17.0,1.58
40.0,1.41,13.25,5.4,19.67,0.94
41.0,1.41,13.0,2.0,13.5,4.72
34.5,7.5,7.67,4.78,20.0,3.0
34.0,1.41,16.0,1.0,19.0,3.08
35.0,5.87,15.0,4.12,20.75,1.09
39.0,5.61,18.25,2.38,19.5,1.5
35.5,3.04,17.25,2.28,14.5,2.87
36.25,2.68,19.25,0.83,16.5,3.2
39.75,4.32,11.75,3.56,17.25,3.96
28.75,4.71,13.67,4.19,24.67,1.7
28.0,7.07,17.25,3.11,18.67,0.47
43.0,2.35,12.0,2.55,13.75,5.8
31.0,3.74,17.0,3.74,15.0,3.67
37.75,2.68,16.5,4.39,18.0,3.67
40.0,6.16,20.0,1.41,18.25,5.4
32.75,8.93,13.5,1.66,17.25,3.27
