33.67,3.86,13.33,3.4,16.0,5.0
40.33,6.55,9.67,3.3,18.0,4.24
34.5,5.59,15.33,4.5,22.75,1.64
31.75,4.21,17.25,1.92,20.25,4.26
39.0,3.0,13.25,4.21,11.25,1.92
37.25,2.49,16.33,0.94,11.0,0.82
37.5,3.35,21.0,4.24,18.33,0.47
41.33,4.5,22.75,2.17,14.67,2.87
31.75,1.3,15.25,3.27,12.75,1.92
26.33,1.7,15.0,0.0,19.0,0.0
36.67,5.73,19.33,1.25,10.75,7.89
37.33,1.25,21.25,1.79,13.0,1.41
33.0,5.79,17.5,1.12,17.25,3.9
36.5,7.89,12.25,4.44,15.25,7.82
30.0,6.48,13.33,1.25,18.75,2.49
23.75,5.49,17.75,2.05,20.75,2.17
36.0,6.96,13.25,5.76,14.5,4.27
33.5,3.91,10.0,4.08,18.75,2.28
32.5,2.87,10.0,1.87,13.0,1.22
38.5,4.33,17.25,3.11,15.0,7.14
25.0,1.0,14.33,0.94,13.33,3.68
23.0,4.0,16.5,1.5,9.5,0.5
37.5,4.5,16.0,3.67,20.0,1.0
27.0,6.36,16.0,1.41,13.0,1.41
30.75,6.14,16.0,3.39,18.5,5.94
33.25,10.11,14.0,2.45,17.33,5.19
31.33,1.25,14.0,2.74,20.67,2.87
24.0,4.24,19.5,2.87,16.75,4.44
