44.5,0.5,12.0,0.0,10.75,1.09
43.75,0.43,12.5,0.5,13.75,1.3
43.33,0.47,12.33,0.47,15.5,0.5
44.0,0.0,12.67,0.47,15.0,0.0
44.0,0.0,12.75,0.43,12.75,0.43
43.75,0.83,14.0,0.0,12.0,0.0
43.75,0.43,14.0,0.0,13.25,1.3
43.75,0.43,14.33,0.47,13.0,0.82
44.25,0.83,13.5,0.5,13.25,1.3
44.0,0.0,13.75,0.43,13.0,1.0
44.33,0.47,13.5,0.5,13.33,1.25
43.67,0.47,14.33,0.47,13.25,0.83
44.0,0.71,14.25,0.43,14.25,0.83
43.75,0.43,14.75,0.43,14.75,0.43
43.75,0.43,15.0,0.0,15.0,0.0
44.0,0.71,15.0,0.0,13.25,0.83
43.33,0.47,14.33,0.47,13.25,0.83
44.25,0.43,14.5,0.5,12.0,0.0
43.75,0.43,13.67,0.47,12.0,0.0
43.75,0.83,13.2,0.4,11.0,0.63
44.0,0.0,12.67,0.47,11.67,0.47
43.75,0.43,13.5,0.5,9.67,0.47
44.0,0.0,13.75,0.43,10.33,0.47
43.33,0.47,12.33,2.49,13.25,4.6
43.25,0.83,13.75,3.63,12.0,6.36
42.5,0.5,17.5,1.12,17.75,1.09
42.25,0.43,18.0,0.71,16.75,1.3
42.5,0.5,15.75,0.43,18.0,0.0
42.5,0.5,16.75,0.83,17.75,0.43
42.0,0.0,18.5,0.87,19.25,1.48
42.0,0.0,20.0,0.0,18.75,0.83
42.25,0.43,20.67,0.47,16.0,0.82
42.5,0.5,19.5,0.5,20.75,0.43
42.5,0.5,18.75,0.43,21.0,0.0
42.33,0.47,20.0,0.71,21.0,0.0
42.5,0.5,21.0,0.0,19.25,1.3
42.5,0.5,19.75,1.3,19.0,1.58
42.0,0.0,17.33,0.47,13.75,1.79
42.25,0.43,18.0,0.0,17.5,1.5
42.5,0.5,18.5,0.87,19.75,1.3
42.5,0.5,18.25,0.43,20.25,0.43
42.25,0.43,18.25,0.43,20.75,0.43
42.5,0.5,19.75,1.09,20.5,0.5
